epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,3051.53,0.19824,1.83369,0.15777,0.19169,0.93728,0.99846,1,0.995,0.99332,0.99846,1,0.995,0.68558,0.31708,1.93587,0.1181,0.28639,0.60697,0.00153668,0.00153668,0.00153668
119,3081.62,0.20101,1.79873,0.15564,0.18875,0.96898,0.99841,1,0.995,0.98451,0.99841,1,0.995,0.65663,0.36791,1.26112,0.12469,0.28904,0.63718,0.00153272,0.00153272,0.00153272
120,3105.35,0.18267,1.82071,0.1542,0.18264,0.97706,0.99844,1,0.995,0.97835,0.99844,1,0.995,0.70199,0.33891,0.97302,0.13102,0.29411,0.62386,0.00152876,0.00152876,0.00152876
121,3131.14,0.19268,1.67448,0.15562,0.18915,0.9499,0.99844,1,0.995,0.98607,0.99844,1,0.995,0.61107,0.31152,1.32077,0.12836,0.23611,0.55184,0.0015248,0.0015248,0.0015248
122,3154.95,0.21107,1.86342,0.16345,0.20335,0.94976,0.9985,1,0.995,0.97843,0.9985,1,0.995,0.65416,0.32671,1.38363,0.12854,0.24324,0.57636,0.00152084,0.00152084,0.00152084
123,3178.62,0.21326,1.74614,0.15386,0.19993,0.95463,0.99849,1,0.995,0.97052,0.99849,1,0.995,0.6637,0.33395,1.4835,0.1384,0.2398,0.62701,0.00151688,0.00151688,0.00151688
124,3203.92,0.20269,1.85041,0.15178,0.19054,0.95897,0.99845,1,0.995,0.94704,0.99845,1,0.995,0.65467,0.38881,1.65202,0.1433,0.26236,0.66565,0.00151292,0.00151292,0.00151292
125,3227.54,0.19367,1.75755,0.15467,0.20517,0.9505,0.99847,1,0.995,0.9811,0.99847,1,0.995,0.4576,0.34123,2.00514,0.13704,0.28292,0.6346,0.00150896,0.00150896,0.00150896
126,3254.09,0.19679,1.6886,0.15059,0.19138,0.95472,0.99845,1,0.995,0.98629,0.99845,1,0.995,0.64652,0.30275,0.98722,0.12801,0.24947,0.57626,0.001505,0.001505,0.001505
127,3280.64,0.19462,1.66989,0.14243,0.18605,0.96096,1,1,0.995,0.96162,1,1,0.995,0.71833,0.27929,1.07758,0.12824,0.20735,0.55394,0.00150104,0.00150104,0.00150104
128,3305.87,0.19201,1.7978,0.14799,0.18815,0.94778,0.99844,1,0.995,0.97834,0.96907,0.97059,0.96386,0.53749,0.28902,2.00041,0.12199,0.31602,0.5495,0.00149708,0.00149708,0.00149708
129,3329.44,0.22076,1.9478,0.15879,0.21403,0.95824,0.99837,1,0.995,0.97093,0.96901,0.97059,0.96253,0.64257,0.32139,2.11462,0.13231,0.27368,0.60056,0.00149312,0.00149312,0.00149312
130,3353.41,0.20804,1.86552,0.153,0.20773,0.95075,0.99838,1,0.995,0.98392,0.99838,1,0.995,0.69263,0.29071,1.14007,0.12143,0.26995,0.5607,0.00148916,0.00148916,0.00148916
131,3377.09,0.19131,1.61233,0.14304,0.18989,0.94693,0.99847,1,0.995,0.98417,0.99847,1,0.995,0.68361,0.31346,0.97911,0.1283,0.24168,0.58669,0.0014852,0.0014852,0.0014852
132,3402.35,0.19455,1.55407,0.15048,0.19157,0.94058,0.99846,1,0.995,0.96421,0.99846,1,0.995,0.69943,0.34382,1.02501,0.12173,0.29128,0.61439,0.00148124,0.00148124,0.00148124
133,3426.34,0.1998,1.66404,0.14761,0.18995,0.95999,0.99845,1,0.995,0.97449,0.99845,1,0.995,0.63298,0.33169,1.58135,0.11814,0.26601,0.61634,0.00147728,0.00147728,0.00147728
134,3451.88,0.18114,1.67482,0.15377,0.18431,0.93698,0.99865,1,0.995,0.98453,0.91047,0.91176,0.88642,0.34496,0.33223,2.07933,0.12157,0.3102,0.61496,0.00147332,0.00147332,0.00147332
135,3475.68,0.21686,2.03669,0.16229,0.20117,0.95495,0.99845,1,0.995,0.9573,0.96908,0.97059,0.95596,0.59341,0.34339,2.4389,0.12294,0.27114,0.62413,0.00146936,0.00146936,0.00146936
136,3500.83,0.23857,1.62651,0.14677,0.2025,0.99275,0.99847,1,0.995,0.98695,0.99847,1,0.995,0.64455,0.3626,1.53902,0.12531,0.27505,0.62699,0.0014654,0.0014654,0.0014654
137,3524.45,0.20633,1.58227,0.15196,0.19148,0.94603,0.99848,1,0.995,0.9396,0.99848,1,0.995,0.68342,0.37427,1.30501,0.12665,0.24232,0.64871,0.00146144,0.00146144,0.00146144
138,3550.04,0.20916,1.50075,0.14743,0.19496,0.94493,0.99846,1,0.995,0.99396,0.99846,1,0.995,0.73405,0.30187,1.32695,0.12832,0.2711,0.58087,0.00145748,0.00145748,0.00145748
139,3580.7,0.20158,1.63223,0.15275,0.1912,0.93219,0.99844,1,0.995,0.99075,0.99844,1,0.995,0.70419,0.27729,0.92727,0.12356,0.23065,0.56167,0.00145352,0.00145352,0.00145352
140,3604.95,0.19871,1.78822,0.147,0.183,0.96436,0.99848,1,0.995,0.97573,0.99848,1,0.995,0.69033,0.34447,1.49719,0.12674,0.23588,0.60939,0.00144956,0.00144956,0.00144956
141,3628.94,0.20113,1.76083,0.15039,0.18616,0.9542,0.99843,1,0.995,0.97365,0.99843,1,0.995,0.73635,0.34722,1.06138,0.12043,0.24942,0.63355,0.0014456,0.0014456,0.0014456
142,3654.89,0.19073,1.49831,0.15053,0.18082,0.96415,0.99845,1,0.995,0.98552,0.99845,1,0.995,0.71113,0.32892,1.33339,0.12573,0.25416,0.59471,0.00144164,0.00144164,0.00144164
143,3678.69,0.1893,1.43318,0.15685,0.18788,0.94592,0.99845,1,0.995,0.98953,0.99845,1,0.995,0.75569,0.31247,1.2743,0.12198,0.29549,0.5873,0.00143768,0.00143768,0.00143768
144,3706.46,0.18269,1.55022,0.14372,0.17808,0.96282,0.99847,1,0.995,0.97972,0.99847,1,0.995,0.69643,0.32647,1.23629,0.1189,0.24814,0.58253,0.00143372,0.00143372,0.00143372
145,3730.47,0.19962,1.64425,0.14918,0.18659,0.93975,0.9985,1,0.995,0.95825,0.9985,1,0.995,0.78036,0.41151,0.86774,0.12539,0.2601,0.6608,0.00142976,0.00142976,0.00142976
146,3754.91,0.20885,1.55057,0.14577,0.19056,0.95193,0.99847,1,0.995,0.96237,0.99847,1,0.995,0.64288,0.34541,1.4448,0.12056,0.25849,0.64974,0.0014258,0.0014258,0.0014258
147,3779.19,0.21024,1.494,0.14392,0.19737,0.94407,0.99849,1,0.995,0.94648,0.99849,1,0.995,0.77064,0.35975,0.98379,0.11503,0.27168,0.67315,0.00142184,0.00142184,0.00142184
148,3803.48,0.19364,1.49958,0.14473,0.18347,0.94698,0.99839,1,0.995,0.98713,0.99839,1,0.995,0.64629,0.39514,2.26254,0.13006,0.31739,0.68437,0.00141788,0.00141788,0.00141788
149,3828.76,0.19947,1.54578,0.1508,0.18959,0.96696,0.99845,1,0.995,0.97819,0.99845,1,0.995,0.73653,0.37152,0.98383,0.11675,0.28555,0.64124,0.00141392,0.00141392,0.00141392
150,3861.37,0.19803,1.46533,0.15498,0.19404,0.93144,0.99846,1,0.995,0.98438,0.99846,1,0.995,0.76458,0.34453,1.10217,0.12188,0.2848,0.6405,0.00140996,0.00140996,0.00140996
151,3887.29,0.20628,1.71849,0.14123,0.19734,0.97403,0.99847,1,0.995,0.97794,0.99847,1,0.995,0.67778,0.32625,0.98445,0.1161,0.23873,0.60201,0.001406,0.001406,0.001406
152,3911.95,0.1898,1.42438,0.14091,0.1946,0.94869,0.99845,1,0.995,0.96187,0.99845,1,0.995,0.64451,0.32706,1.51934,0.11306,0.2224,0.60391,0.00140204,0.00140204,0.00140204
153,3935.86,0.18066,1.47548,0.15014,0.18395,0.94646,0.99845,1,0.995,0.9518,0.99845,1,0.995,0.77365,0.34395,0.87996,0.11821,0.24743,0.61328,0.00139808,0.00139808,0.00139808
154,3959.68,0.17984,1.37836,0.14725,0.18156,0.9353,0.99842,1,0.995,0.96742,0.99842,1,0.995,0.71634,0.3355,1.26244,0.12885,0.26953,0.60743,0.00139412,0.00139412,0.00139412
155,3983.63,0.18865,1.3642,0.15129,0.18115,0.93087,0.99814,1,0.995,0.97899,0.99814,1,0.995,0.76462,0.34271,1.06378,0.12891,0.28295,0.61222,0.00139016,0.00139016,0.00139016
156,4007.69,0.20615,1.23434,0.14074,0.18184,0.951,0.99808,1,0.995,0.98581,0.99808,1,0.995,0.74572,0.2969,0.9091,0.12297,0.2893,0.56313,0.0013862,0.0013862,0.0013862
157,4031.57,0.18445,1.36127,0.14049,0.16915,0.94565,0.99848,1,0.995,0.97847,0.99848,1,0.995,0.61044,0.29896,1.37247,0.12572,0.262,0.56337,0.00138224,0.00138224,0.00138224
158,4055.35,0.18618,1.50436,0.15046,0.17319,0.92208,0.99845,1,0.995,0.9789,0.96908,0.97059,0.96636,0.57736,0.31743,2.03606,0.11736,0.24543,0.60619,0.00137828,0.00137828,0.00137828
159,4080.73,0.18583,1.48281,0.1494,0.17578,0.94586,0.99842,1,0.995,0.97237,0.99842,1,0.995,0.66919,0.32438,0.93698,0.12658,0.27165,0.59887,0.00137432,0.00137432,0.00137432
160,4104.69,0.19295,1.39711,0.15063,0.18272,0.93256,0.99842,1,0.995,0.98315,0.99842,1,0.995,0.7159,0.28393,1.23249,0.12027,0.30748,0.57143,0.00137036,0.00137036,0.00137036
161,4131.95,0.18775,1.44714,0.15107,0.17357,0.96297,0.9985,1,0.995,0.97807,0.9985,1,0.995,0.75257,0.28667,1.03989,0.13422,0.2554,0.56319,0.0013664,0.0013664,0.0013664
162,4155.93,0.18447,1.31619,0.14312,0.18123,0.95052,0.99846,1,0.995,0.97321,0.99846,1,0.995,0.70956,0.28679,1.03575,0.12571,0.25174,0.55865,0.00136244,0.00136244,0.00136244
163,4179.56,0.19292,1.34366,0.14593,0.18555,0.94781,1,1,0.995,0.99177,1,1,0.995,0.77432,0.30089,0.82797,0.12402,0.24916,0.56697,0.00135848,0.00135848,0.00135848
164,4207.19,0.19088,1.31416,0.14821,0.18196,0.95932,0.99845,1,0.995,0.9833,0.99845,1,0.995,0.76592,0.3259,1.05582,0.12388,0.27534,0.60125,0.00135452,0.00135452,0.00135452
165,4234.09,0.19202,1.29837,0.1479,0.18147,0.95644,0.99849,1,0.995,0.98229,0.99849,1,0.995,0.76801,0.30097,0.7582,0.11719,0.25135,0.56961,0.00135056,0.00135056,0.00135056
166,4258.04,0.17721,1.225,0.13668,0.17772,0.94293,0.99846,1,0.995,0.97564,0.99846,1,0.995,0.79058,0.32294,0.91799,0.11212,0.27665,0.5947,0.0013466,0.0013466,0.0013466
167,4288.51,0.18228,1.25908,0.14592,0.17334,0.93846,0.99849,1,0.995,0.96449,0.99849,1,0.995,0.72007,0.33368,1.37729,0.11141,0.21434,0.60521,0.00134264,0.00134264,0.00134264
168,4312.58,0.18075,1.47926,0.13843,0.17805,0.93686,0.99845,1,0.995,0.96984,0.99845,1,0.995,0.68585,0.31434,1.26687,0.11502,0.2047,0.59674,0.00133868,0.00133868,0.00133868
169,4336.53,0.19002,1.52774,0.14921,0.17985,0.92837,0.9984,1,0.995,0.96034,0.9984,1,0.995,0.72602,0.29634,1.23179,0.11695,0.19992,0.57068,0.00133472,0.00133472,0.00133472
170,4360.34,0.17177,1.41275,0.14941,0.17339,0.92906,0.99835,1,0.995,0.97052,0.99835,1,0.995,0.7953,0.33522,0.86585,0.11535,0.25643,0.62394,0.00133076,0.00133076,0.00133076
171,4385.84,0.20124,1.30876,0.14665,0.18147,0.94563,0.99842,1,0.995,0.99127,0.99842,1,0.995,0.77028,0.31491,1.03557,0.1178,0.26327,0.58313,0.0013268,0.0013268,0.0013268
172,4409.72,0.19322,1.25468,0.14144,0.17843,0.9503,0.99846,1,0.995,0.98732,0.99846,1,0.995,0.72365,0.27496,1.4814,0.1239,0.24231,0.54594,0.00132284,0.00132284,0.00132284
173,4434.85,0.17661,1.46384,0.1488,0.17539,0.92125,0.99844,1,0.995,0.99053,0.99844,1,0.995,0.73683,0.28263,0.97318,0.12175,0.29266,0.54537,0.00131888,0.00131888,0.00131888
174,4459.14,0.18342,1.40005,0.14634,0.17155,0.94827,0.99845,1,0.995,0.98562,0.99845,1,0.995,0.72379,0.2906,1.23187,0.11741,0.27749,0.56153,0.00131492,0.00131492,0.00131492
175,4486.18,0.18447,1.30477,0.13902,0.16941,0.94231,1,1,0.995,0.97344,1,1,0.995,0.71852,0.33329,1.1029,0.11921,0.30245,0.60519,0.00131096,0.00131096,0.00131096
176,4509.99,0.18396,1.34287,0.14537,0.17399,0.95784,0.99846,1,0.995,0.96865,0.99846,1,0.995,0.79059,0.29779,0.94215,0.11822,0.23029,0.56483,0.001307,0.001307,0.001307
177,4535.72,0.17852,1.23745,0.14373,0.17072,0.94877,0.99846,1,0.995,0.98442,0.99846,1,0.995,0.71348,0.29406,1.11587,0.11876,0.24782,0.54575,0.00130304,0.00130304,0.00130304
178,4559.38,0.17845,1.22671,0.14439,0.16663,0.94279,0.9985,1,0.995,0.98664,0.96914,0.97059,0.96018,0.59745,0.27617,1.37591,0.11746,0.24547,0.53243,0.00129908,0.00129908,0.00129908
179,4583.5,0.17252,1.17974,0.14501,0.16988,0.93348,0.99846,1,0.995,0.99178,0.99846,1,0.995,0.75345,0.26281,1.04509,0.11776,0.23917,0.51718,0.00129512,0.00129512,0.00129512
180,4608.91,0.16613,1.52955,0.14831,0.16855,0.92886,0.99816,1,0.995,0.96798,0.99816,1,0.995,0.77263,0.28718,0.75394,0.11907,0.2325,0.57249,0.00129116,0.00129116,0.00129116
181,4632.86,0.17542,1.30433,0.14423,0.16972,0.94114,1,1,0.995,0.96694,1,1,0.995,0.78579,0.32836,1.04324,0.1182,0.24965,0.62694,0.0012872,0.0012872,0.0012872
182,4658.24,0.16528,1.24592,0.13726,0.1603,0.93992,1,1,0.995,0.98831,1,1,0.995,0.78074,0.27477,0.80343,0.11758,0.23142,0.55129,0.00128324,0.00128324,0.00128324
183,4691.02,0.16771,1.23784,0.13293,0.16982,0.94013,0.99848,1,0.995,0.97504,0.99848,1,0.995,0.78495,0.36468,0.79746,0.11935,0.27648,0.62394,0.00127928,0.00127928,0.00127928
184,4715.14,0.17444,1.28337,0.13553,0.16771,0.93369,0.99847,1,0.995,0.98786,0.99847,1,0.995,0.83707,0.29531,0.63767,0.11833,0.26683,0.56516,0.00127532,0.00127532,0.00127532
185,4743.87,0.17121,1.1452,0.14343,0.16384,0.93452,0.99852,1,0.995,0.96057,0.99852,1,0.995,0.77627,0.28859,0.87641,0.11753,0.26095,0.55047,0.00127136,0.00127136,0.00127136
186,4767.67,0.16909,1.18568,0.13728,0.17221,0.91554,1,1,0.995,0.9531,1,1,0.995,0.67316,0.32012,1.46291,0.12258,0.2593,0.59259,0.0012674,0.0012674,0.0012674
187,4793.66,0.17944,1.18016,0.14307,0.16925,0.94096,1,1,0.995,0.9823,1,1,0.995,0.75936,0.28264,0.88082,0.12147,0.24683,0.54623,0.00126344,0.00126344,0.00126344
188,4817.71,0.17703,1.23762,0.14416,0.17389,0.93503,1,1,0.995,0.97607,1,1,0.995,0.71816,0.34409,0.93498,0.11823,0.28165,0.60054,0.00125948,0.00125948,0.00125948
189,4841.57,0.18438,1.31878,0.13769,0.17632,0.93506,0.99842,1,0.995,0.98613,0.99842,1,0.995,0.678,0.33582,1.51751,0.11672,0.26966,0.61145,0.00125552,0.00125552,0.00125552
190,4868.42,0.18212,1.16483,0.1412,0.17492,0.92164,1,1,0.995,0.97017,1,1,0.995,0.79602,0.36025,0.96934,0.12451,0.23495,0.65946,0.00125156,0.00125156,0.00125156
191,4892.72,0.17358,1.18473,0.13881,0.16768,0.92994,1,1,0.995,0.98583,1,1,0.995,0.77806,0.30532,1.06477,0.11848,0.22857,0.56232,0.0012476,0.0012476,0.0012476
192,4926.4,0.18192,1.27128,0.13574,0.1755,0.93017,0.99816,1,0.995,0.97375,0.99816,1,0.995,0.71755,0.31856,1.31998,0.11058,0.23647,0.58576,0.00124364,0.00124364,0.00124364
193,4950.27,0.18044,1.23586,0.14228,0.17492,0.94482,0.99829,1,0.995,0.98821,0.99829,1,0.995,0.81278,0.28072,0.7996,0.11418,0.24669,0.55026,0.00123968,0.00123968,0.00123968
194,4974.26,0.18366,1.23259,0.13367,0.17156,0.95784,0.99846,1,0.995,0.96675,0.99846,1,0.995,0.7277,0.33799,0.98379,0.11335,0.21916,0.60268,0.00123572,0.00123572,0.00123572
195,4998.02,0.16681,1.22038,0.13642,0.17219,0.92058,1,1,0.995,0.97444,1,1,0.995,0.83938,0.32997,0.82854,0.11526,0.25468,0.57428,0.00123176,0.00123176,0.00123176
196,5021.79,0.17295,1.242,0.1434,0.1717,0.9441,0.99842,1,0.995,0.96847,0.99842,1,0.995,0.69515,0.31108,1.17937,0.11722,0.27257,0.57063,0.0012278,0.0012278,0.0012278
197,5047.48,0.16697,1.26485,0.1376,0.17493,0.92483,0.99839,1,0.995,0.98821,0.99839,1,0.995,0.81725,0.26874,1.00427,0.11797,0.24558,0.52345,0.00122384,0.00122384,0.00122384
198,5071.16,0.16615,1.127,0.13546,0.16826,0.92303,0.99829,1,0.995,0.97769,0.99829,1,0.995,0.78666,0.28598,0.67869,0.11437,0.23193,0.54514,0.00121988,0.00121988,0.00121988
199,5095.36,0.16092,1.05879,0.13498,0.15931,0.93432,0.99839,1,0.995,0.97468,0.99839,1,0.995,0.8357,0.29576,0.65933,0.11308,0.19091,0.5583,0.00121592,0.00121592,0.00121592
200,5119.2,0.15754,1.11478,0.13644,0.16333,0.90849,0.99837,1,0.995,0.98862,0.99837,1,0.995,0.67681,0.31575,1.75524,0.11147,0.27204,0.56574,0.00121196,0.00121196,0.00121196
201,5142.91,0.16202,1.13969,0.13621,0.16007,0.92019,0.99838,1,0.995,0.98786,0.99838,1,0.995,0.8137,0.2735,0.78226,0.11559,0.23122,0.52832,0.001208,0.001208,0.001208
202,5168.3,0.15936,0.99678,0.12779,0.15494,0.93314,0.99847,1,0.995,0.97114,0.99847,1,0.995,0.74228,0.34117,0.69212,0.11561,0.30087,0.63159,0.00120404,0.00120404,0.00120404
203,5192.36,0.15721,1.17493,0.13941,0.16707,0.9157,0.99849,1,0.995,0.9749,0.99849,1,0.995,0.8002,0.34679,0.78518,0.11947,0.26566,0.63198,0.00120008,0.00120008,0.00120008
204,5219.08,0.16457,1.06004,0.13424,0.15905,0.92885,0.99849,1,0.995,0.97201,0.99849,1,0.995,0.80798,0.32999,0.7356,0.11269,0.26939,0.59236,0.00119612,0.00119612,0.00119612
205,5243.48,0.16255,1.20172,0.13594,0.16678,0.93268,0.99848,1,0.995,0.98639,0.99848,1,0.995,0.79451,0.30548,1.23543,0.12072,0.22044,0.555,0.00119216,0.00119216,0.00119216
206,5270.23,0.17783,1.15803,0.13486,0.16693,0.94901,0.99844,1,0.995,0.95652,0.99844,1,0.995,0.76686,0.33289,1.28294,0.12189,0.25612,0.6199,0.0011882,0.0011882,0.0011882
207,5294.09,0.17965,1.10607,0.13704,0.16898,0.94687,0.99851,1,0.995,0.96993,0.99851,1,0.995,0.81894,0.32716,0.89826,0.12489,0.25073,0.61451,0.00118424,0.00118424,0.00118424
208,5319.56,0.16828,1.0095,0.13651,0.16633,0.92862,0.99836,1,0.995,0.96377,0.99836,1,0.995,0.827,0.33847,0.78685,0.12265,0.24358,0.65202,0.00118028,0.00118028,0.00118028
209,5343.25,0.1589,1.00169,0.14119,0.16331,0.93128,0.99851,1,0.995,0.98928,0.99851,1,0.995,0.78941,0.28216,0.81497,0.11183,0.24499,0.56187,0.00117632,0.00117632,0.00117632
210,5368.85,0.16971,1.01309,0.14517,0.17646,0.91015,0.99854,1,0.995,0.98856,0.99854,1,0.995,0.7763,0.30105,0.92474,0.10938,0.28896,0.56381,0.00117236,0.00117236,0.00117236
211,5393.12,0.17393,1.16187,0.13967,0.16531,0.91513,0.99852,1,0.995,0.98126,0.99852,1,0.995,0.80366,0.30071,0.81553,0.11637,0.23959,0.57475,0.0011684,0.0011684,0.0011684
212,5417.08,0.16855,1.04318,0.13749,0.16372,0.92613,0.99835,1,0.995,0.97214,0.99835,1,0.995,0.78001,0.29728,0.89759,0.1217,0.25914,0.57521,0.00116444,0.00116444,0.00116444
213,5440.7,0.16291,1.02236,0.13333,0.16188,0.91769,0.99832,1,0.995,0.98363,0.99832,1,0.995,0.81427,0.26664,0.69926,0.13041,0.2694,0.53621,0.00116048,0.00116048,0.00116048
214,5471.21,0.177,1.04666,0.13803,0.16451,0.94736,0.99845,1,0.995,0.99117,0.99845,1,0.995,0.83197,0.28856,0.5702,0.11892,0.28349,0.55633,0.00115652,0.00115652,0.00115652
215,5495.22,0.16369,0.97484,0.1457,0.1617,0.9113,0.99836,1,0.995,0.97348,0.99836,1,0.995,0.68199,0.32602,0.84168,0.10548,0.22274,0.60429,0.00115256,0.00115256,0.00115256
216,5520.45,0.15711,0.94106,0.13233,0.15498,0.91528,0.99831,1,0.995,0.9885,0.99831,1,0.995,0.74917,0.34423,0.81705,0.10694,0.2203,0.61461,0.0011486,0.0011486,0.0011486
217,5544.07,0.16085,0.92179,0.13424,0.16104,0.90278,0.99844,1,0.995,0.98522,0.99844,1,0.995,0.85274,0.32244,0.6295,0.10814,0.26929,0.59361,0.00114464,0.00114464,0.00114464
218,5572.32,0.16953,0.95406,0.13357,0.15535,0.93186,0.99846,1,0.995,0.9833,0.99846,1,0.995,0.83016,0.36172,0.71394,0.11608,0.28999,0.62454,0.00114068,0.00114068,0.00114068
219,5598.22,0.17297,1.03876,0.13778,0.16255,0.9382,0.99846,1,0.995,0.96458,0.99846,1,0.995,0.82849,0.31432,0.75886,0.11603,0.26343,0.58966,0.00113672,0.00113672,0.00113672
220,5622.14,0.16357,0.99924,0.13817,0.16043,0.9145,0.99841,1,0.995,0.98101,0.99841,1,0.995,0.83945,0.33166,0.6351,0.11234,0.26176,0.5981,0.00113276,0.00113276,0.00113276
221,5647.49,0.1657,1.01484,0.13045,0.15711,0.92351,0.99847,1,0.995,0.98351,0.99847,1,0.995,0.70443,0.34415,0.91575,0.12745,0.26776,0.62037,0.0011288,0.0011288,0.0011288
222,5671.43,0.16677,1.05907,0.1374,0.1662,0.92806,0.99852,1,0.995,0.97664,0.99852,1,0.995,0.78672,0.2944,0.78185,0.11021,0.2995,0.55173,0.00112484,0.00112484,0.00112484
223,5696.72,0.15632,1.07779,0.1304,0.15486,0.91347,0.99853,1,0.995,0.98813,0.99853,1,0.995,0.80509,0.26438,0.65175,0.10794,0.2332,0.52268,0.00112088,0.00112088,0.00112088
224,5723.17,0.16036,1.03851,0.13304,0.15694,0.91135,0.99847,1,0.995,0.98512,0.99847,1,0.995,0.82232,0.27907,0.57897,0.11243,0.22653,0.54429,0.00111692,0.00111692,0.00111692
225,5747.05,0.15429,0.97111,0.13268,0.15701,0.89935,0.99844,1,0.995,0.99198,0.99844,1,0.995,0.8091,0.28244,0.7161,0.11844,0.20469,0.53927,0.00111296,0.00111296,0.00111296
226,5771.06,0.15171,1.08887,0.13471,0.15145,0.911,1,1,0.995,0.9914,1,1,0.995,0.81577,0.25905,0.87076,0.11717,0.21735,0.51168,0.001109,0.001109,0.001109
227,5794.72,0.15985,1.0221,0.12983,0.15617,0.91354,0.99845,1,0.995,0.98876,0.99845,1,0.995,0.79408,0.28651,0.8039,0.11568,0.24979,0.53336,0.00110504,0.00110504,0.00110504
228,5818.5,0.15523,0.98233,0.13095,0.15942,0.9112,0.99847,1,0.995,0.98913,0.99847,1,0.995,0.84144,0.29055,0.57331,0.1127,0.2725,0.55016,0.00110108,0.00110108,0.00110108
229,5844.09,0.15507,1.05158,0.1337,0.15843,0.90052,0.99847,1,0.995,0.99274,0.99847,1,0.995,0.78868,0.26733,0.67282,0.11296,0.25555,0.52038,0.00109712,0.00109712,0.00109712
230,5868.07,0.15598,0.97531,0.124,0.15633,0.94458,0.99849,1,0.995,0.98499,0.99849,1,0.995,0.8199,0.23521,0.74912,0.11118,0.21194,0.48646,0.00109316,0.00109316,0.00109316
231,5893.9,0.14536,0.91636,0.12948,0.15221,0.91994,0.99846,1,0.995,0.98509,0.99846,1,0.995,0.87923,0.28719,0.61015,0.10682,0.22648,0.53765,0.0010892,0.0010892,0.0010892
232,5922.46,0.15449,0.91819,0.13367,0.14957,0.92469,0.99845,1,0.995,0.98929,0.99845,1,0.995,0.79253,0.32562,0.95007,0.11569,0.26491,0.59662,0.00108524,0.00108524,0.00108524
233,5950.44,0.14697,1.02865,0.12946,0.14818,0.91858,0.99834,1,0.995,0.9896,0.99834,1,0.995,0.84149,0.27419,0.71929,0.11167,0.24922,0.5534,0.00108128,0.00108128,0.00108128
234,5974.62,0.16707,0.98758,0.13267,0.15403,0.92609,0.99818,1,0.995,0.98892,0.99818,1,0.995,0.85188,0.26933,0.59613,0.1079,0.25008,0.53301,0.00107732,0.00107732,0.00107732
235,5998.63,0.15547,1.04685,0.12601,0.15499,0.91785,0.99803,1,0.995,0.98618,0.99803,1,0.995,0.77516,0.28206,1.01314,0.10903,0.19312,0.55539,0.00107336,0.00107336,0.00107336
236,6023.09,0.15134,1.02738,0.13113,0.14755,0.92413,0.99834,1,0.995,0.98057,0.99834,1,0.995,0.81389,0.27369,0.66413,0.11033,0.19562,0.5444,0.0010694,0.0010694,0.0010694
237,6048.85,0.15181,0.90059,0.13067,0.15023,0.91882,0.99844,1,0.995,0.99329,0.99844,1,0.995,0.86259,0.24662,0.57045,0.11068,0.20337,0.51176,0.00106544,0.00106544,0.00106544
238,6072.99,0.15626,0.9534,0.1304,0.15329,0.90815,0.99844,1,0.995,0.99292,0.99844,1,0.995,0.8815,0.24267,0.44472,0.10856,0.24051,0.49574,0.00106148,0.00106148,0.00106148
239,6110.34,0.15014,1.04357,0.12773,0.14827,0.91076,0.9985,1,0.995,0.99172,0.9985,1,0.995,0.83239,0.26259,0.65306,0.10956,0.24494,0.50549,0.00105752,0.00105752,0.00105752
240,6134.58,0.16285,0.93382,0.12999,0.15627,0.93163,0.99847,1,0.995,0.9917,0.99847,1,0.995,0.83576,0.28649,0.68339,0.10926,0.22783,0.54223,0.00105356,0.00105356,0.00105356
241,6158.39,0.15109,0.87465,0.13364,0.14914,0.91511,0.99845,1,0.995,0.98671,0.99845,1,0.995,0.78229,0.32247,0.80342,0.10796,0.25813,0.58104,0.0010496,0.0010496,0.0010496
242,6183.9,0.16686,0.90036,0.13633,0.16068,0.91479,0.99853,1,0.995,0.98498,0.99853,1,0.995,0.86173,0.2736,0.56874,0.11296,0.23158,0.53858,0.00104564,0.00104564,0.00104564
243,6208.36,0.1474,0.82981,0.13054,0.15191,0.91377,0.99845,1,0.995,0.98429,0.99845,1,0.995,0.83869,0.26251,0.51786,0.10811,0.18252,0.51937,0.00104168,0.00104168,0.00104168
244,6232.41,0.15658,0.95989,0.13084,0.15313,0.92487,0.99844,1,0.995,0.98677,0.99844,1,0.995,0.85108,0.25855,0.5068,0.10818,0.20016,0.51136,0.00103772,0.00103772,0.00103772
245,6257.86,0.15153,0.91383,0.13233,0.14481,0.91373,0.99848,1,0.995,0.9791,0.99848,1,0.995,0.84382,0.33854,0.63813,0.12188,0.2379,0.60676,0.00103376,0.00103376,0.00103376
246,6281.92,0.158,0.92166,0.13575,0.15384,0.90789,0.99846,1,0.995,0.99349,0.99846,1,0.995,0.86239,0.28665,0.4772,0.11867,0.2871,0.55606,0.0010298,0.0010298,0.0010298
