epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
376,9564.03,0.12058,0.60802,0.11253,0.11157,0.90946,0.99846,1,0.995,0.98946,0.99846,1,0.995,0.9221,0.22244,0.42633,0.09828,0.157,0.47049,0.000515,0.000515,0.000515
377,9587.82,0.11225,0.56857,0.11741,0.11099,0.8897,0.99845,1,0.995,0.9913,0.99845,1,0.995,0.93617,0.25353,0.30753,0.09623,0.18744,0.50061,0.00051104,0.00051104,0.00051104
378,9613.48,0.11578,0.59878,0.12375,0.11689,0.90941,0.99845,1,0.995,0.98938,0.99845,1,0.995,0.92167,0.26478,0.4294,0.09752,0.20917,0.51342,0.00050708,0.00050708,0.00050708
379,9642.39,0.11588,0.52461,0.12264,0.11787,0.8848,0.99846,1,0.995,0.98927,0.99846,1,0.995,0.92664,0.26824,0.38825,0.10005,0.20885,0.51335,0.00050312,0.00050312,0.00050312
380,9666.08,0.1105,0.53251,0.11011,0.11218,0.87989,0.99846,1,0.995,0.98731,0.99846,1,0.995,0.93429,0.24371,0.32601,0.09865,0.20226,0.49175,0.00049916,0.00049916,0.00049916
381,9689.98,0.11308,0.51636,0.11765,0.11363,0.89883,0.99851,1,0.995,0.98879,0.99851,1,0.995,0.9242,0.22297,0.40521,0.10155,0.17268,0.46691,0.0004952,0.0004952,0.0004952
382,9715.95,0.1144,0.47498,0.11155,0.11101,0.90385,0.99849,1,0.995,0.99305,0.99849,1,0.995,0.92879,0.21309,0.35984,0.09966,0.15775,0.4674,0.00049124,0.00049124,0.00049124
383,9740.15,0.11965,0.49292,0.12175,0.11973,0.89076,0.99852,1,0.995,0.99014,0.99852,1,0.995,0.9396,0.20944,0.46442,0.10197,0.18603,0.45763,0.00048728,0.00048728,0.00048728
384,9766.75,0.11252,0.51109,0.11017,0.11347,0.8921,0.9982,1,0.995,0.98832,0.9982,1,0.995,0.89826,0.23482,0.44917,0.10243,0.15757,0.4729,0.00048332,0.00048332,0.00048332
385,9793.46,0.11731,0.54903,0.11396,0.11405,0.89087,0.99806,1,0.995,0.98454,0.99806,1,0.995,0.90478,0.22853,0.51824,0.10419,0.17834,0.47027,0.00047936,0.00047936,0.00047936
386,9817.21,0.11333,0.53075,0.11936,0.11392,0.89316,0.99802,1,0.995,0.995,0.99802,1,0.995,0.89854,0.26883,0.42204,0.1028,0.18017,0.4997,0.0004754,0.0004754,0.0004754
387,9841.21,0.12267,0.58215,0.10956,0.11424,0.91954,0.99838,1,0.995,0.98802,0.99838,1,0.995,0.87382,0.25571,0.58103,0.10266,0.1954,0.5028,0.00047144,0.00047144,0.00047144
388,9867.81,0.12186,0.59754,0.11453,0.11396,0.88603,0.99843,1,0.995,0.98103,0.99843,1,0.995,0.93251,0.2533,0.39957,0.10254,0.21029,0.49915,0.00046748,0.00046748,0.00046748
389,9891.54,0.11913,0.54909,0.117,0.11649,0.88677,0.99848,1,0.995,0.98891,0.99848,1,0.995,0.91116,0.24007,0.4152,0.10039,0.20498,0.48542,0.00046352,0.00046352,0.00046352
390,9915.59,0.108,0.5297,0.11132,0.10639,0.89484,1,1,0.995,0.99088,1,1,0.995,0.93913,0.21253,0.35771,0.10073,0.18023,0.45312,0.00045956,0.00045956,0.00045956
391,9941.15,0.10643,0.53052,0.11328,0.10633,0.88581,1,1,0.995,0.99104,1,1,0.995,0.91855,0.22145,0.36302,0.10141,0.17525,0.46471,0.0004556,0.0004556,0.0004556
392,9964.98,0.10904,0.56985,0.11768,0.112,0.88549,1,1,0.995,0.99158,1,1,0.995,0.91484,0.19782,0.42012,0.10052,0.19211,0.45513,0.00045164,0.00045164,0.00045164
393,9990.46,0.11797,0.55122,0.12219,0.11922,0.89212,1,1,0.995,0.99122,1,1,0.995,0.92161,0.18757,0.38457,0.09866,0.16324,0.44022,0.00044768,0.00044768,0.00044768
394,10014.3,0.1145,0.52403,0.11459,0.11617,0.89911,0.99851,1,0.995,0.99396,0.99851,1,0.995,0.90264,0.22624,0.40675,0.09743,0.14577,0.46666,0.00044372,0.00044372,0.00044372
395,10038.2,0.11615,0.53312,0.11494,0.11247,0.87559,1,1,0.995,0.995,1,1,0.995,0.93478,0.20623,0.36346,0.0984,0.15162,0.455,0.00043976,0.00043976,0.00043976
396,10061.9,0.10753,0.50531,0.11082,0.10795,0.89186,0.9985,1,0.995,0.99387,0.9985,1,0.995,0.9148,0.19662,0.48385,0.09786,0.14706,0.43607,0.0004358,0.0004358,0.0004358
397,10090.5,0.11759,0.5243,0.1143,0.10997,0.90092,0.99852,1,0.995,0.98686,0.99852,1,0.995,0.91553,0.20627,0.50962,0.1,0.14944,0.45175,0.00043184,0.00043184,0.00043184
398,10114.3,0.11338,0.50229,0.11558,0.11011,0.89816,1,1,0.995,0.98407,1,1,0.995,0.91526,0.21995,0.42177,0.09861,0.14543,0.47175,0.00042788,0.00042788,0.00042788
399,10138.2,0.12332,0.53003,0.11852,0.11486,0.90433,0.99849,1,0.995,0.98991,0.99849,1,0.995,0.9315,0.23928,0.40561,0.09699,0.16809,0.47425,0.00042392,0.00042392,0.00042392
400,10162.2,0.10963,0.48884,0.11468,0.10833,0.89046,0.9985,1,0.995,0.98404,0.9985,1,0.995,0.93762,0.24009,0.36179,0.09666,0.18853,0.48727,0.00041996,0.00041996,0.00041996
401,10186.2,0.10999,0.51362,0.11867,0.10925,0.88444,0.9985,1,0.995,0.98577,0.9985,1,0.995,0.93216,0.22629,0.413,0.09846,0.19388,0.46842,0.000416,0.000416,0.000416
402,10210.1,0.11751,0.49051,0.12035,0.11624,0.89771,0.9985,1,0.995,0.98822,0.9985,1,0.995,0.92387,0.23678,0.44214,0.09833,0.2061,0.47486,0.00041204,0.00041204,0.00041204
403,10234.1,0.1064,0.47699,0.11188,0.10975,0.87761,1,1,0.995,0.98996,1,1,0.995,0.93806,0.22635,0.43949,0.10164,0.19883,0.47508,0.00040808,0.00040808,0.00040808
404,10257.9,0.10658,0.50348,0.11446,0.10769,0.89587,1,1,0.995,0.99158,1,1,0.995,0.93585,0.2363,0.38726,0.09873,0.20795,0.49576,0.00040412,0.00040412,0.00040412
405,10283.7,0.10952,0.4684,0.11475,0.10537,0.89224,1,1,0.995,0.99399,1,1,0.995,0.93247,0.21838,0.40916,0.09847,0.20713,0.47298,0.00040016,0.00040016,0.00040016
406,10307.8,0.11301,0.48121,0.11681,0.10716,0.87965,1,1,0.995,0.99149,1,1,0.995,0.92613,0.20628,0.42682,0.09798,0.20199,0.45736,0.0003962,0.0003962,0.0003962
407,10331.4,0.1132,0.48016,0.12158,0.11362,0.88763,1,1,0.995,0.99328,1,1,0.995,0.92806,0.22346,0.34906,0.09921,0.16379,0.46741,0.00039224,0.00039224,0.00039224
408,10356.3,0.10722,0.45574,0.11736,0.1128,0.88832,0.99849,1,0.995,0.98883,0.99849,1,0.995,0.93232,0.24272,0.355,0.09776,0.18199,0.49237,0.00038828,0.00038828,0.00038828
409,10381.8,0.11523,0.47192,0.11952,0.11384,0.88317,0.99846,1,0.995,0.98855,0.99846,1,0.995,0.93326,0.21365,0.37161,0.09771,0.16602,0.45764,0.00038432,0.00038432,0.00038432
410,10405.8,0.1101,0.47488,0.11481,0.114,0.88583,0.99845,1,0.995,0.98782,0.99845,1,0.995,0.94219,0.23164,0.31914,0.0979,0.1917,0.47566,0.00038036,0.00038036,0.00038036
411,10429.7,0.10645,0.50356,0.11333,0.1069,0.89991,0.9985,1,0.995,0.98326,0.9985,1,0.995,0.9351,0.21931,0.39894,0.09805,0.18354,0.47305,0.0003764,0.0003764,0.0003764
412,10453.7,0.10771,0.44571,0.11452,0.11151,0.88859,0.99844,1,0.995,0.98864,0.99844,1,0.995,0.9483,0.22117,0.31223,0.09656,0.15237,0.46367,0.00037244,0.00037244,0.00037244
413,10484.4,0.10769,0.44874,0.11468,0.10633,0.8939,0.99849,1,0.995,0.98685,0.99849,1,0.995,0.95208,0.21496,0.27622,0.09588,0.17317,0.46714,0.00036848,0.00036848,0.00036848
414,10514.8,0.10648,0.52974,0.11798,0.10817,0.89529,0.99848,1,0.995,0.98864,0.99848,1,0.995,0.9468,0.20977,0.30556,0.09692,0.18795,0.46417,0.00036452,0.00036452,0.00036452
415,10538.8,0.10748,0.43446,0.1193,0.10639,0.87824,0.99849,1,0.995,0.98516,0.99849,1,0.995,0.94253,0.21524,0.38746,0.09694,0.18963,0.46155,0.00036056,0.00036056,0.00036056
416,10566.5,0.11395,0.52447,0.11609,0.10971,0.88987,0.99849,1,0.995,0.98581,0.99849,1,0.995,0.92749,0.20318,0.45114,0.09555,0.17131,0.44987,0.0003566,0.0003566,0.0003566
417,10596.5,0.10433,0.42762,0.11204,0.10424,0.87506,0.9985,1,0.995,0.99157,0.9985,1,0.995,0.94135,0.20622,0.33867,0.09439,0.15345,0.44862,0.00035264,0.00035264,0.00035264
418,10620.2,0.11102,0.43641,0.11651,0.10989,0.88113,0.99853,1,0.995,0.99131,0.99853,1,0.995,0.94199,0.19435,0.33618,0.0946,0.16258,0.45126,0.00034868,0.00034868,0.00034868
419,10645.8,0.1073,0.44562,0.114,0.1034,0.89988,0.99852,1,0.995,0.99082,0.99852,1,0.995,0.94912,0.22568,0.35958,0.09497,0.18451,0.47616,0.00034472,0.00034472,0.00034472
420,10674.8,0.1023,0.41908,0.11753,0.10385,0.8802,0.9985,1,0.995,0.98553,0.9985,1,0.995,0.95312,0.23508,0.33807,0.09546,0.17002,0.48575,0.00034076,0.00034076,0.00034076
421,10698.9,0.11136,0.43175,0.11208,0.10262,0.9033,0.99849,1,0.995,0.98885,0.99849,1,0.995,0.94546,0.23685,0.3562,0.09377,0.17511,0.48995,0.0003368,0.0003368,0.0003368
422,10722.6,0.1079,0.43721,0.1137,0.10203,0.88535,0.99849,1,0.995,0.9884,0.99849,1,0.995,0.93468,0.2226,0.3988,0.0959,0.15377,0.46529,0.00033284,0.00033284,0.00033284
423,10746.2,0.10921,0.45032,0.11009,0.10665,0.87881,0.99852,1,0.995,0.98866,0.99852,1,0.995,0.94672,0.20201,0.32862,0.09501,0.165,0.44613,0.00032888,0.00032888,0.00032888
424,10769.7,0.10832,0.44899,0.1153,0.11062,0.86754,0.99851,1,0.995,0.98945,0.99851,1,0.995,0.94984,0.23119,0.2935,0.09425,0.14917,0.46628,0.00032492,0.00032492,0.00032492
425,10799.6,0.11135,0.42549,0.11547,0.1025,0.88177,0.99851,1,0.995,0.98906,0.99851,1,0.995,0.94826,0.21024,0.31328,0.09448,0.15333,0.45367,0.00032096,0.00032096,0.00032096
426,10823.9,0.10592,0.46069,0.10608,0.10197,0.88871,0.99852,1,0.995,0.98864,0.99852,1,0.995,0.94681,0.23182,0.32615,0.0945,0.16654,0.46836,0.000317,0.000317,0.000317
427,10847.8,0.11563,0.4944,0.11035,0.10591,0.90125,0.99851,1,0.995,0.98901,0.99851,1,0.995,0.94032,0.2121,0.44657,0.09548,0.16992,0.45867,0.00031304,0.00031304,0.00031304
428,10873.4,0.10958,0.47571,0.11478,0.10487,0.89149,0.9985,1,0.995,0.99396,0.9985,1,0.995,0.94895,0.21335,0.37228,0.09408,0.1769,0.44753,0.00030908,0.00030908,0.00030908
429,10906.4,0.10633,0.42948,0.11217,0.10407,0.90511,0.99849,1,0.995,0.98877,0.99849,1,0.995,0.94624,0.23815,0.34786,0.09535,0.18275,0.47092,0.00030512,0.00030512,0.00030512
430,10930.5,0.1017,0.50067,0.10728,0.09925,0.90213,0.99851,1,0.995,0.99124,0.99851,1,0.995,0.94436,0.22727,0.35389,0.09556,0.17668,0.46306,0.00030116,0.00030116,0.00030116
431,10954.4,0.10288,0.44576,0.11227,0.1033,0.88069,0.99849,1,0.995,0.98975,0.99849,1,0.995,0.95041,0.2193,0.33313,0.09596,0.17238,0.45809,0.0002972,0.0002972,0.0002972
432,10980,0.10757,0.42103,0.10935,0.10383,0.89048,0.9985,1,0.995,0.99005,0.9985,1,0.995,0.94532,0.21923,0.3211,0.09517,0.18463,0.46086,0.00029324,0.00029324,0.00029324
433,11003.7,0.10323,0.43864,0.11041,0.10673,0.87721,0.99851,1,0.995,0.98975,0.99851,1,0.995,0.94929,0.23115,0.3531,0.0948,0.17816,0.47843,0.00028928,0.00028928,0.00028928
434,11029.2,0.10244,0.46748,0.11766,0.09992,0.88822,0.9985,1,0.995,0.98986,0.9985,1,0.995,0.96356,0.23557,0.30871,0.09548,0.17861,0.4819,0.00028532,0.00028532,0.00028532
435,11056.3,0.10239,0.45486,0.11311,0.09894,0.88842,0.99849,1,0.995,0.99042,0.99849,1,0.995,0.94872,0.21506,0.35554,0.09537,0.1617,0.4565,0.00028136,0.00028136,0.00028136
436,11082.3,0.10063,0.48417,0.11511,0.09918,0.88493,0.99851,1,0.995,0.99003,0.99851,1,0.995,0.964,0.22302,0.2955,0.09624,0.17296,0.45973,0.0002774,0.0002774,0.0002774
437,11112.4,0.09906,0.41682,0.10805,0.09652,0.87416,0.9985,1,0.995,0.98876,0.9985,1,0.995,0.96287,0.23427,0.26844,0.09485,0.19574,0.47534,0.00027344,0.00027344,0.00027344
438,11136.1,0.10269,0.42545,0.10507,0.09907,0.88011,0.99851,1,0.995,0.99106,0.99851,1,0.995,0.95063,0.20745,0.32776,0.09559,0.18157,0.45123,0.00026948,0.00026948,0.00026948
439,11160.3,0.10198,0.40314,0.11594,0.10059,0.88342,0.99848,1,0.995,0.9893,0.99848,1,0.995,0.93835,0.19856,0.38696,0.09463,0.17287,0.44203,0.00026552,0.00026552,0.00026552
440,11183.9,0.1057,0.3938,0.11361,0.10001,0.89192,0.9985,1,0.995,0.9886,0.9985,1,0.995,0.94367,0.19794,0.36088,0.09632,0.16628,0.44161,0.00026156,0.00026156,0.00026156
441,11207.9,0.10327,0.40994,0.11912,0.10401,0.87217,0.9985,1,0.995,0.9882,0.9985,1,0.995,0.96109,0.20834,0.28824,0.09613,0.18015,0.45524,0.0002576,0.0002576,0.0002576
442,11231.5,0.09345,0.3844,0.11278,0.09802,0.86469,0.99848,1,0.995,0.99021,0.99848,1,0.995,0.94769,0.20293,0.3193,0.0945,0.15559,0.44539,0.00025364,0.00025364,0.00025364
443,11255.6,0.09959,0.39324,0.11421,0.09796,0.87233,0.99849,1,0.995,0.98736,0.99849,1,0.995,0.96593,0.21911,0.28262,0.0941,0.15254,0.46568,0.00024968,0.00024968,0.00024968
444,11279.5,0.10385,0.4142,0.11427,0.10169,0.87356,0.99849,1,0.995,0.9889,0.99849,1,0.995,0.96639,0.21938,0.32135,0.09464,0.14752,0.45316,0.00024572,0.00024572,0.00024572
445,11311.6,0.09674,0.40004,0.11791,0.09423,0.88028,0.9985,1,0.995,0.99065,0.9985,1,0.995,0.96867,0.19362,0.31161,0.09506,0.16456,0.43544,0.00024176,0.00024176,0.00024176
446,11337.9,0.09891,0.4072,0.10431,0.09919,0.89324,0.99852,1,0.995,0.98872,0.99852,1,0.995,0.95091,0.18841,0.34732,0.0968,0.16683,0.43864,0.0002378,0.0002378,0.0002378
447,11363,0.10122,0.37964,0.10838,0.10165,0.90022,0.99854,1,0.995,0.99021,0.99854,1,0.995,0.94893,0.21566,0.31494,0.09591,0.17019,0.46055,0.00023384,0.00023384,0.00023384
448,11386.6,0.1054,0.43796,0.11021,0.10509,0.89254,0.9985,1,0.995,0.99054,0.9985,1,0.995,0.94941,0.20005,0.35093,0.09628,0.16744,0.45029,0.00022988,0.00022988,0.00022988
449,11412.2,0.10165,0.39291,0.10878,0.09691,0.89063,0.99849,1,0.995,0.99072,0.99849,1,0.995,0.95415,0.20823,0.31672,0.09575,0.16332,0.45538,0.00022592,0.00022592,0.00022592
450,11436,0.09349,0.41555,0.11327,0.09644,0.89879,0.99852,1,0.995,0.98965,0.99852,1,0.995,0.94065,0.20642,0.31792,0.09437,0.18223,0.46292,0.00022196,0.00022196,0.00022196
451,11461.5,0.09946,0.38802,0.11232,0.09808,0.88027,0.99851,1,0.995,0.98978,0.99851,1,0.995,0.94537,0.20262,0.27791,0.09417,0.16531,0.45572,0.000218,0.000218,0.000218
452,11486.1,0.09987,0.50573,0.11047,0.09905,0.89404,0.9985,1,0.995,0.98986,0.9985,1,0.995,0.96774,0.19301,0.26337,0.09496,0.17148,0.44679,0.00021404,0.00021404,0.00021404
453,11509.7,0.09076,0.38969,0.11877,0.09514,0.88026,0.99849,1,0.995,0.99123,0.99849,1,0.995,0.96057,0.19742,0.30536,0.09641,0.15896,0.44294,0.00021008,0.00021008,0.00021008
454,11535.2,0.09468,0.40233,0.12102,0.09494,0.87945,0.99851,1,0.995,0.98967,0.99851,1,0.995,0.95116,0.1948,0.34615,0.09621,0.15492,0.44299,0.00020612,0.00020612,0.00020612
455,11558.9,0.09962,0.40982,0.11455,0.10172,0.87903,0.99851,1,0.995,0.99127,0.99851,1,0.995,0.95145,0.21082,0.30159,0.0964,0.17339,0.46029,0.00020216,0.00020216,0.00020216
456,11584.4,0.1039,0.38304,0.1099,0.10135,0.88971,0.99852,1,0.995,0.98986,0.99852,1,0.995,0.94997,0.20809,0.30919,0.0954,0.17921,0.45643,0.0001982,0.0001982,0.0001982
457,11608.8,0.0933,0.36994,0.10939,0.09549,0.8793,0.99853,1,0.995,0.9881,0.99853,1,0.995,0.95108,0.20088,0.29165,0.09461,0.186,0.44935,0.00019424,0.00019424,0.00019424
458,11632.7,0.09555,0.37654,0.11231,0.09493,0.87775,0.99852,1,0.995,0.98757,0.99852,1,0.995,0.94583,0.19958,0.30916,0.09431,0.19152,0.44274,0.00019028,0.00019028,0.00019028
459,11658.1,0.0951,0.33158,0.11066,0.09661,0.87455,0.99852,1,0.995,0.99179,0.99852,1,0.995,0.95023,0.22638,0.28451,0.09389,0.21238,0.46612,0.00018632,0.00018632,0.00018632
460,11681.8,0.09201,0.35761,0.10878,0.09504,0.8731,0.9985,1,0.995,0.99179,0.9985,1,0.995,0.94467,0.21699,0.31119,0.0936,0.20311,0.45838,0.00018236,0.00018236,0.00018236
461,11711.5,0.09518,0.37197,0.10865,0.09572,0.88042,0.99852,1,0.995,0.9917,0.99852,1,0.995,0.95744,0.20695,0.33571,0.09172,0.20043,0.44857,0.0001784,0.0001784,0.0001784
462,11735.4,0.0964,0.37377,0.11429,0.09989,0.8786,0.99852,1,0.995,0.99179,0.99852,1,0.995,0.95845,0.19964,0.3553,0.09021,0.20049,0.44304,0.00017444,0.00017444,0.00017444
463,11759.8,0.09654,0.36607,0.11016,0.09543,0.86714,0.99851,1,0.995,0.98764,0.99851,1,0.995,0.96227,0.20538,0.30891,0.09013,0.19305,0.45072,0.00017048,0.00017048,0.00017048
464,11787.1,0.09644,0.35926,0.11152,0.09723,0.88531,0.99852,1,0.995,0.98757,0.99852,1,0.995,0.96389,0.20342,0.32899,0.09201,0.18077,0.44442,0.00016652,0.00016652,0.00016652
465,11811,0.0912,0.36589,0.11153,0.09454,0.87791,0.99853,1,0.995,0.99197,0.99853,1,0.995,0.96133,0.19644,0.33274,0.09244,0.16932,0.43313,0.00016256,0.00016256,0.00016256
466,11836.5,0.09914,0.37936,0.10838,0.09525,0.88881,0.99852,1,0.995,0.98768,0.99852,1,0.995,0.9662,0.19947,0.27305,0.09149,0.16634,0.443,0.0001586,0.0001586,0.0001586
467,11860.3,0.09631,0.42549,0.10408,0.0958,0.87124,0.99852,1,0.995,0.98924,0.99852,1,0.995,0.967,0.19838,0.29489,0.0925,0.15838,0.43712,0.00015464,0.00015464,0.00015464
468,11886.3,0.09468,0.3759,0.11957,0.09699,0.89172,0.9985,1,0.995,0.99188,0.9985,1,0.995,0.95674,0.19661,0.28836,0.09272,0.17924,0.43546,0.00015068,0.00015068,0.00015068
469,11910.2,0.09488,0.41996,0.10676,0.09725,0.90008,0.99851,1,0.995,0.99151,0.99851,1,0.995,0.96481,0.18682,0.27301,0.09254,0.1658,0.42348,0.00014672,0.00014672,0.00014672
470,11934.2,0.09215,0.39147,0.11241,0.09594,0.88694,0.9985,1,0.995,0.99317,0.9985,1,0.995,0.96459,0.18382,0.27104,0.09256,0.14485,0.42276,0.00014276,0.00014276,0.00014276
471,11958,0.08888,0.35676,0.11325,0.09055,0.87971,0.99849,1,0.995,0.99314,0.99849,1,0.995,0.97408,0.18906,0.25491,0.09297,0.15332,0.43531,0.0001388,0.0001388,0.0001388
472,11983.4,0.09528,0.37183,0.10881,0.09796,0.88416,0.99852,1,0.995,0.99154,0.99852,1,0.995,0.95517,0.1984,0.26187,0.09208,0.16747,0.44382,0.00013484,0.00013484,0.00013484
473,12008.8,0.09482,0.38749,0.11288,0.09452,0.88898,0.99849,1,0.995,0.99179,0.99849,1,0.995,0.96175,0.20667,0.26035,0.09249,0.18749,0.45463,0.00013088,0.00013088,0.00013088
474,12032.5,0.09548,0.36663,0.10702,0.08865,0.89147,0.9985,1,0.995,0.9897,0.9985,1,0.995,0.96282,0.20304,0.29725,0.09299,0.18288,0.45149,0.00012692,0.00012692,0.00012692
475,12066,0.09088,0.38432,0.10899,0.08935,0.8908,0.99851,1,0.995,0.99188,0.99851,1,0.995,0.96889,0.2164,0.2775,0.09268,0.18505,0.45904,0.00012296,0.00012296,0.00012296
476,12090.2,0.09505,0.40195,0.10963,0.09387,0.88058,0.9985,1,0.995,0.99188,0.9985,1,0.995,0.95916,0.21175,0.27462,0.09209,0.19211,0.45888,0.000119,0.000119,0.000119
477,12114,0.08688,0.33425,0.10872,0.08979,0.88046,0.99852,1,0.995,0.99142,0.99852,1,0.995,0.95642,0.19923,0.31152,0.0914,0.17795,0.4449,0.00011504,0.00011504,0.00011504
478,12137.9,0.08899,0.39896,0.10702,0.08997,0.88138,0.99851,1,0.995,0.99334,0.99851,1,0.995,0.94623,0.21132,0.30317,0.09157,0.17309,0.45089,0.00011108,0.00011108,0.00011108
479,12161.8,0.0862,0.34099,0.1055,0.09112,0.89083,0.99851,1,0.995,0.99179,0.99851,1,0.995,0.95263,0.20761,0.33739,0.09105,0.17687,0.44805,0.00010712,0.00010712,0.00010712
480,12185.7,0.08672,0.32607,0.10177,0.08706,0.88274,0.9985,1,0.995,0.98986,0.9985,1,0.995,0.96438,0.20464,0.3117,0.09154,0.18672,0.44723,0.00010316,0.00010316,0.00010316
481,12212.5,0.08777,0.34444,0.111,0.0894,0.8842,0.99852,1,0.995,0.99197,0.99852,1,0.995,0.95824,0.21312,0.24505,0.09114,0.17009,0.45208,9.92e-05,9.92e-05,9.92e-05
482,12246.1,0.08381,0.36093,0.10909,0.08783,0.88181,0.99849,1,0.995,0.99024,0.99849,1,0.995,0.96497,0.2173,0.22982,0.09088,0.16496,0.46123,9.524e-05,9.524e-05,9.524e-05
483,12270.1,0.08722,0.34377,0.11425,0.0915,0.8681,0.99849,1,0.995,0.99014,0.99849,1,0.995,0.96301,0.21187,0.24174,0.09102,0.16057,0.45883,9.128e-05,9.128e-05,9.128e-05
484,12293.8,0.09076,0.35087,0.11497,0.08923,0.8745,0.99851,1,0.995,0.99197,0.99851,1,0.995,0.96419,0.2032,0.2441,0.0912,0.16343,0.44802,8.732e-05,8.732e-05,8.732e-05
485,12318.2,0.08204,0.31483,0.11006,0.08385,0.87643,0.99849,1,0.995,0.99188,0.99849,1,0.995,0.97016,0.2036,0.26248,0.09169,0.1626,0.44435,8.336e-05,8.336e-05,8.336e-05
486,12341.9,0.08778,0.34664,0.10819,0.09183,0.88272,0.99849,1,0.995,0.99334,0.99849,1,0.995,0.96084,0.1983,0.27153,0.09203,0.15149,0.43691,7.94e-05,7.94e-05,7.94e-05
487,12369.1,0.08621,0.34527,0.11251,0.09037,0.88521,0.99851,1,0.995,0.99317,0.99851,1,0.995,0.96115,0.19373,0.25962,0.09241,0.14683,0.43579,7.544e-05,7.544e-05,7.544e-05
488,12392.8,0.08773,0.34977,0.10991,0.08552,0.88376,0.99851,1,0.995,0.99172,0.99851,1,0.995,0.9749,0.19068,0.25924,0.09185,0.14731,0.43705,7.148e-05,7.148e-05,7.148e-05
489,12416.9,0.08531,0.33351,0.10383,0.08948,0.89406,0.9985,1,0.995,0.99179,0.9985,1,0.995,0.9658,0.192,0.2595,0.09079,0.14829,0.4373,6.752e-05,6.752e-05,6.752e-05
490,12442.5,0.08459,0.33062,0.10954,0.08726,0.88685,0.99849,1,0.995,0.99179,0.99849,1,0.995,0.95456,0.19614,0.27343,0.09029,0.14752,0.43853,6.356e-05,6.356e-05,6.356e-05
491,12472.8,0.08674,0.3293,0.10892,0.08773,0.88175,0.9985,1,0.995,0.99179,0.9985,1,0.995,0.96197,0.19692,0.28876,0.09057,0.15018,0.44153,5.96e-05,5.96e-05,5.96e-05
492,12497,0.08118,0.35746,0.10821,0.08519,0.87365,0.99852,1,0.995,0.99004,0.99852,1,0.995,0.95907,0.19953,0.30685,0.0915,0.15306,0.44904,5.564e-05,5.564e-05,5.564e-05
493,12520.9,0.08375,0.34733,0.10374,0.0888,0.87567,0.99851,1,0.995,0.98996,0.99851,1,0.995,0.96572,0.20029,0.29771,0.09128,0.15576,0.44778,5.168e-05,5.168e-05,5.168e-05
494,12544.7,0.09245,0.30749,0.10404,0.08946,0.87555,0.99851,1,0.995,0.9916,0.99851,1,0.995,0.96447,0.19821,0.29775,0.09067,0.16218,0.44348,4.772e-05,4.772e-05,4.772e-05
495,12568.6,0.08902,0.36467,0.10769,0.09148,0.88735,0.99851,1,0.995,0.9916,0.99851,1,0.995,0.96193,0.19421,0.3097,0.09039,0.16345,0.4399,4.376e-05,4.376e-05,4.376e-05
496,12594.2,0.08324,0.3333,0.10315,0.08759,0.89034,0.99851,1,0.995,0.99151,0.99851,1,0.995,0.95677,0.19257,0.30757,0.09069,0.16294,0.43579,3.98e-05,3.98e-05,3.98e-05
497,12621.1,0.08246,0.32881,0.10287,0.08462,0.88138,0.99851,1,0.995,0.99151,0.99851,1,0.995,0.96259,0.18885,0.3068,0.09083,0.1619,0.43475,3.584e-05,3.584e-05,3.584e-05
498,12645,0.08496,0.33745,0.11286,0.08935,0.89038,0.99851,1,0.995,0.99142,0.99851,1,0.995,0.9686,0.19388,0.28584,0.0909,0.16124,0.43696,3.188e-05,3.188e-05,3.188e-05
499,12668.7,0.0851,0.30668,0.09441,0.08649,0.87705,0.9985,1,0.995,0.99115,0.9985,1,0.995,0.96309,0.19581,0.27159,0.091,0.16029,0.43966,2.792e-05,2.792e-05,2.792e-05
500,12692.6,0.08905,0.34165,0.10786,0.09049,0.87678,0.9985,1,0.995,0.99115,0.9985,1,0.995,0.96223,0.19814,0.27926,0.09102,0.15893,0.44162,2.396e-05,2.396e-05,2.396e-05
